Date;18.11.2022;;#;N_mob;Amp;;#;P_mob;Amp
;;;613;1,6639;52;;613;1,48733;492
;;;614;1,66253;53;;614;1,48627;485
;;;615;1,66116;54;;615;1,48522;473
;;;616;1,65979;56;;616;1,48417;469
;;;617;1,65842;56;;617;1,48313;465
;;;618;1,65706;58;;618;1,48208;466
;;;619;1,6557;57;;619;1,48103;459
;;;620;1,65434;56;;620;1,47999;456
;;;621;1,65299;55;;621;1,47895;451
;;;622;1,65163;56;;622;1,47791;446
;;;623;1,65028;55;;623;1,47687;441
;;;624;1,64893;55;;624;1,47583;442
;;;625;1,64758;58;;625;1,47479;435
;;;626;1,64624;61;;626;1,47376;432
;;;627;1,6449;66;;627;1,47272;425
;;;628;1,64356;66;;628;1,47169;422
;;;629;1,64222;67;;629;1,47066;422
;;;630;1,64088;67;;630;1,46963;422
;;;631;1,63955;66;;631;1,46861;422
;;;632;1,63822;70;;632;1,46758;429
;;;633;1,63689;68;;633;1,46655;436
;;;634;1,63556;69;;634;1,46553;435
;;;635;1,63423;69;;635;1,46451;446
;;;636;1,63291;70;;636;1,46349;445
;;;637;1,63159;71;;637;1,46247;449
;;;638;1,63027;69;;638;1,46145;459
;;;639;1,62895;71;;639;1,46044;466
;;;640;1,62764;74;;640;1,45942;476
;;;641;1,62633;76;;641;1,45841;486
;;;642;1,62502;75;;642;1,45739;498
;;;643;1,62371;77;;643;1,45638;508
;;;644;1,6224;81;;644;1,45537;520
;;;645;1,6211;79;;645;1,45437;528
;;;646;1,61979;81;;646;1,45336;540
;;;647;1,61849;81;;647;1,45236;552
;;;648;1,6172;83;;648;1,45135;567
;;;649;1,6159;79;;649;1,45035;584
;;;650;1,61461;81;;650;1,44935;594
;;;651;1,61332;79;;651;1,44835;617
;;;652;1,61203;79;;652;1,44735;627
;;;653;1,61074;83;;653;1,44635;640
;;;654;1,60945;81;;654;1,44536;648
;;;655;1,60817;81;;655;1,44436;666
;;;656;1,60689;79;;656;1,44337;676
;;;657;1,60561;81;;657;1,44238;693
;;;658;1,60433;78;;658;1,44139;700
;;;659;1,60306;74;;659;1,4404;714
;;;660;1,60178;73;;660;1,43941;718
;;;661;1,60051;69;;661;1,43843;728
;;;662;1,59924;66;;662;1,43744;732
;;;663;1,59797;65;;663;1,43646;742
;;;664;1,59671;64;;664;1,43548;747
;;;665;1,59545;61;;665;1,4345;755
;;;666;1,59418;57;;666;1,43352;765
;;;667;1,59293;58;;667;1,43254;769
;;;668;1,59167;58;;668;1,43156;781
;;;669;1,59041;57;;669;1,43059;784
;;;670;1,58916;55;;670;1,42962;779
;;;671;1,58791;58;;671;1,42864;779
;;;672;1,58666;57;;672;1,42767;777
;;;673;1,58541;56;;673;1,4267;781
;;;674;1,58417;53;;674;1,42573;778
;;;675;1,58292;50;;675;1,42477;771
;;;676;1,58168;49;;676;1,4238;768
;;;677;1,58044;46;;677;1,42284;760
;;;678;1,5792;48;;678;1,42187;754
;;;679;1,57797;46;;679;1,42091;745
;;;680;1,57673;48;;680;1,41995;741
;;;681;1,5755;49;;681;1,41899;738
;;;682;1,57427;49;;682;1,41803;734
;;;683;1,57305;46;;683;1,41708;727
;;;684;1,57182;46;;684;1,41612;725
;;;685;1,5706;45;;685;1,41517;718
;;;686;1,56937;45;;686;1,41421;713
;;;687;1,56815;45;;687;1,41326;707
;;;688;1,56693;48;;688;1,41231;705
;;;689;1,56572;49;;689;1,41136;703
;;;690;1,5645;49;;690;1,41041;698
;;;691;1,56329;49;;691;1,40947;695
;;;692;1,56208;48;;692;1,40852;688
;;;693;1,56087;51;;693;1,40758;680
;;;694;1,55966;48;;694;1,40663;676
;;;695;1,55846;47;;695;1,40569;664
;;;696;1,55725;48;;696;1,40475;650
;;;697;1,55605;48;;697;1,40381;636
;;;698;1,55485;49;;698;1,40288;623
;;;699;1,55365;46;;699;1,40194;610
;;;700;1,55246;45;;700;1,401;606
;;;701;1,55126;42;;701;1,40007;597
;;;702;1,55007;37;;702;1,39914;596
;;;703;1,54888;39;;703;1,39821;589
;;;704;1,54769;36;;704;1,39728;582
;;;705;1,54651;40;;705;1,39635;573
;;;706;1,54532;37;;706;1,39542;572
;;;707;1,54414;40;;707;1,39449;567
;;;708;1,54296;39;;708;1,39357;563
;;;709;1,54178;41;;709;1,39264;557
;;;710;1,5406;37;;710;1,39172;555
;;;711;1,53942;38;;711;1,3908;540
;;;712;1,53825;40;;712;1,38988;530
;;;713;1,53708;39;;713;1,38896;523
;;;714;1,53591;35;;714;1,38804;516
;;;715;1,53474;34;;715;1,38712;509
;;;716;1,53357;32;;716;1,38621;499
;;;717;1,5324;31;;717;1,38529;493
;;;718;1,53124;29;;718;1,38438;485
;;;719;1,53008;24;;719;1,38347;481
;;;720;1,52892;24;;720;1,38256;473
;;;721;1,52776;23;;721;1,38165;473
;;;722;1,5266;20;;722;1,38074;471
;;;723;1,52545;20;;723;1,37983;458
;;;724;1,5243;27;;724;1,37893;452
;;;725;1,52315;30;;725;1,37802;436
;;;726;1,522;32;;726;1,37712;422
;;;727;1,52085;33;;727;1,37622;422
;;;728;1,5197;31;;728;1,37531;415
;;;729;1,51856;30;;729;1,37441;409
;;;730;1,51741;28;;730;1,37352;408
;;;731;1,51627;29;;731;1,37262;401
;;;732;1,51513;29;;732;1,37172;401
;;;733;1,514;29;;733;1,37083;395
;;;734;1,51286;28;;734;1,36993;388
;;;735;1,51173;26;;735;1,36904;385
;;;736;1,51059;27;;736;1,36815;380
;;;737;1,50946;25;;737;1,36726;375
;;;738;1,50834;26;;738;1,36637;368
;;;739;1,50721;29;;739;1,36548;361
;;;740;1,50608;27;;740;1,36459;360
;;;741;1,50496;25;;741;1,36371;355
;;;742;1,50384;27;;742;1,36282;354
;;;743;1,50272;27;;743;1,36194;350
;;;744;1,5016;29;;744;1,36105;341
;;;745;1,50048;28;;745;1,36017;342
;;;746;1,49936;27;;746;1,35929;340
;;;747;1,49825;26;;747;1,35841;342
;;;748;1,49714;23;;748;1,35753;337
;;;749;1,49603;23;;749;1,35666;331
;;;750;1,49492;24;;750;1,35578;324
;;;751;1,49381;21;;751;1,35491;324
;;;752;1,4927;21;;752;1,35403;323
;;;753;1,4916;20;;753;1,35316;320
;;;754;1,4905;20;;754;1,35229;310
;;;755;1,4894;20;;755;1,35142;308
;;;756;1,4883;18;;756;1,35055;307
;;;757;1,4872;19;;757;1,34968;304
;;;758;1,4861;18;;758;1,34882;304
;;;759;1,48501;18;;759;1,34795;297
;;;760;1,48392;17;;760;1,34709;298
;;;761;1,48283;16;;761;1,34622;294
;;;762;1,48174;16;;762;1,34536;290
;;;763;1,48065;16;;763;1,3445;291
;;;764;1,47956;16;;764;1,34364;293
;;;765;1,47848;18;;765;1,34278;293
;;;766;1,47739;20;;766;1,34192;303
;;;767;1,47631;20;;767;1,34106;304
;;;768;1,47523;21;;768;1,34021;308
;;;769;1,47415;23;;769;1,33935;304
;;;770;1,47308;24;;770;1,3385;308
;;;771;1,472;27;;771;1,33765;311
;;;772;1,47093;24;;772;1,3368;311
;;;773;1,46986;27;;773;1,33595;314
;;;774;1,46879;29;;774;1,3351;313
;;;775;1,46772;30;;775;1,33425;307
;;;776;1,46665;33;;776;1,3334;307
;;;777;1,46558;36;;777;1,33255;313
;;;778;1,46452;36;;778;1,33171;311
;;;779;1,46346;35;;779;1,33087;315
;;;780;1,4624;33;;780;1,33002;318
;;;781;1,46134;30;;781;1,32918;321
;;;782;1,46028;30;;782;1,32834;328
;;;783;1,45922;27;;783;1,3275;331
;;;784;1,45817;28;;784;1,32666;331
;;;785;1,45711;29;;785;1,32582;337
;;;786;1,45606;30;;786;1,32499;338
;;;787;1,45501;34;;787;1,32415;338
;;;788;1,45396;36;;788;1,32332;335
;;;789;1,45291;38;;789;1,32248;334
;;;790;1,45187;37;;790;1,32165;335
;;;791;1,45082;33;;791;1,32082;340
;;;792;1,44978;34;;792;1,31999;341
;;;793;1,44874;33;;793;1,31916;344
;;;794;1,4477;31;;794;1,31833;342
;;;795;1,44666;31;;795;1,31751;344
;;;796;1,44562;29;;796;1,31668;341
;;;797;1,44459;27;;797;1,31586;344
;;;798;1,44355;26;;798;1,31503;344
;;;799;1,44252;24;;799;1,31421;342
;;;800;1,44149;23;;800;1,31339;341
;;;801;1,44046;23;;801;1,31257;347
;;;802;1,43943;24;;802;1,31175;345
;;;803;1,43841;27;;803;1,31093;340
;;;804;1,43738;28;;804;1,31011;335
;;;805;1,43636;28;;805;1,30929;331
;;;806;1,43533;28;;806;1,30848;334
;;;807;1,43431;26;;807;1,30766;334
;;;808;1,43329;22;;808;1,30685;331
;;;809;1,43228;23;;809;1,30604;334
;;;810;1,43126;23;;810;1,30522;325
;;;811;1,43024;24;;811;1,30441;328
;;;812;1,42923;25;;812;1,3036;327
;;;813;1,42822;28;;813;1,3028;324
;;;814;1,42721;32;;814;1,30199;328
;;;815;1,4262;29;;815;1,30118;324
;;;816;1,42519;29;;816;1,30038;330
;;;817;1,42418;26;;817;1,29957;331
;;;818;1,42318;25;;818;1,29877;327
;;;819;1,42217;26;;819;1,29796;327
;;;820;1,42117;24;;820;1,29716;323
;;;821;1,42017;24;;821;1,29636;313
;;;822;1,41917;25;;822;1,29556;313
;;;823;1,41817;25;;823;1,29476;307
;;;824;1,41718;24;;824;1,29397;303
;;;825;1,41618;24;;825;1,29317;294
;;;826;1,41519;24;;826;1,29237;284
;;;827;1,4142;22;;827;1,29158;280
;;;828;1,41321;21;;828;1,29078;277
;;;829;1,41222;20;;829;1,28999;276
;;;830;1,41123;21;;830;1,2892;276
;;;831;1,41024;26;;831;1,28841;276
;;;832;1,40926;23;;832;1,28762;273
;;;833;1,40827;23;;833;1,28683;264
;;;834;1,40729;22;;834;1,28604;263
;;;835;1,40631;20;;835;1,28525;260
;;;836;1,40533;17;;836;1,28447;256
;;;837;1,40435;18;;837;1,28368;249
;;;838;1,40337;19;;838;1,2829;240
;;;839;1,40239;16;;839;1,28212;239
;;;840;1,40142;21;;840;1,28133;236
;;;841;1,40045;21;;841;1,28055;229
;;;842;1,39948;22;;842;1,27977;222
;;;843;1,3985;21;;843;1,27899;220
;;;844;1,39754;21;;844;1,27821;223
;;;845;1,39657;21;;845;1,27744;220
;;;846;1,3956;21;;846;1,27666;216
;;;847;1,39464;22;;847;1,27588;216
;;;848;1,39367;20;;848;1,27511;206
;;;849;1,39271;22;;849;1,27434;196
;;;850;1,39175;20;;850;1,27356;199
;;;851;1,39079;19;;851;1,27279;193
;;;852;1,38983;19;;852;1,27202;192
;;;853;1,38887;19;;853;1,27125;192
;;;854;1,38792;20;;854;1,27048;193
;;;855;1,38696;19;;855;1,26971;196
;;;856;1,38601;20;;856;1,26895;194
;;;857;1,38506;20;;857;1,26818;194
;;;858;1,38411;20;;858;1,26741;193
;;;859;1,38316;23;;859;1,26665;190
;;;860;1,38221;20;;860;1,26589;185
;;;861;1,38126;20;;861;1,26512;189
;;;862;1,38032;21;;862;1,26436;186
;;;863;1,37937;20;;863;1,2636;190
;;;864;1,37843;19;;864;1,26284;190
;;;865;1,37749;19;;865;1,26208;192
;;;866;1,37655;16;;866;1,26132;190
;;;867;1,37561;15;;867;1,26057;194
;;;868;1,37467;16;;868;1,25981;192
;;;869;1,37374;13;;869;1,25906;192
;;;870;1,3728;12;;870;1,2583;186
;;;871;1,37187;15;;871;1,25755;186
;;;872;1,37093;17;;872;1,2568;182
;;;873;1,37;17;;873;1,25604;180
;;;874;1,36907;16;;874;1,25529;179
;;;875;1,36814;16;;875;1,25454;175
;;;876;1,36722;16;;876;1,25379;172
;;;877;1,36629;17;;877;1,25305;166
;;;878;1,36536;15;;878;1,2523;167
;;;879;1,36444;15;;879;1,25155;162
;;;880;1,36352;12;;880;1,25081;155
;;;881;1,3626;11;;881;1,25006;152
;;;882;1,36168;10;;882;1,24932;146
;;;883;1,36076;12;;883;1,24858;152
;;;884;1,35984;15;;884;1,24783;148
;;;885;1,35892;15;;885;1,24709;148
;;;886;1,35801;18;;886;1,24635;149
;;;887;1,3571;20;;887;1,24561;148
;;;888;1,35618;21;;888;1,24488;145
;;;889;1,35527;21;;889;1,24414;148
;;;890;1,35436;20;;890;1,2434;140
;;;891;1,35345;20;;891;1,24267;139
;;;892;1,35254;19;;892;1,24193;138
;;;893;1,35164;20;;893;1,2412;136
;;;894;1,35073;22;;894;1,24046;130
;;;895;1,34983;23;;895;1,23973;128
;;;896;1,34893;22;;896;1,239;122
;;;897;1,34802;20;;897;1,23827;113
;;;898;1,34712;19;;898;1,23754;106
;;;899;1,34622;15;;899;1,23681;102
;;;900;1,34533;15;;900;1,23608;101
;;;901;1,34443;16;;901;1,23536;98
;;;902;1,34353;15;;902;1,23463;93
;;;903;1,34264;16;;903;1,2339;88
;;;904;1,34175;19;;904;1,23318;83
;;;905;1,34085;19;;905;1,23246;79
;;;906;1,33996;20;;906;1,23173;75
;;;907;1,33907;20;;907;1,23101;69
;;;908;1,33818;20;;908;1,23029;69
;;;909;1,3373;21;;909;1,22957;68
;;;910;1,33641;17;;910;1,22885;62
;;;911;1,33553;17;;911;1,22813;64
;;;912;1,33464;13;;912;1,22741;54
;;;913;1,33376;14;;913;1,2267;56
;;;914;1,33288;14;;914;1,22598;51
;;;915;1,332;16;;915;1,22527;46
;;;916;1,33112;18;;916;1,22455;39
;;;917;1,33024;18;;917;1,22384;37
;;;918;1,32936;16;;918;1,22313;32
;;;919;1,32849;17;;919;1,22241;37
;;;920;1,32761;16;;920;1,2217;34
;;;921;1,32674;14;;921;1,22099;31
;;;922;1,32587;14;;922;1,22028;29
;;;923;1,325;14;;923;1,21957;29
;;;924;1,32413;13;;924;1,21887;24
;;;925;1,32326;14;;925;1,21816;25
;;;926;1,32239;15;;926;1,21745;27
;;;927;1,32152;13;;927;1,21675;29
;;;928;1,32066;11;;928;1,21604;29
;;;929;1,31979;10;;929;1,21534;31
;;;930;1,31893;9;;930;1,21464;29
;;;931;1,31807;8;;931;1,21393;27
;;;932;1,31721;11;;932;1,21323;24
;;;933;1,31635;11;;933;1,21253;28
;;;934;1,31549;10;;934;1,21183;32
;;;935;1,31463;9;;935;1,21113;29
;;;936;1,31377;8;;936;1,21044;31
;;;937;1,31292;9;;937;1,20974;32
;;;938;1,31207;9;;938;1,20904;29
;;;939;1,31121;10;;939;1,20835;25
;;;940;1,31036;15;;940;1,20765;28
;;;941;1,30951;20;;941;1,20696;21
;;;942;1,30866;20;;942;1,20626;18
;;;943;1,30781;22;;943;1,20557;14
;;;944;1,30696;22;;944;1,20488;9
;;;945;1,30612;27;;945;1,20419;7
;;;946;1,30527;25;;946;1,2035;1
;;;947;1,30443;25;;947;1,20281;0
;;;948;1,30358;23;;948;1,20212;0
;;;949;1,30274;23;;949;1,20143;1
;;;950;1,3019;21;;950;1,20075;4
;;;951;1,30106;21;;951;1,20006;5
;;;952;1,30022;20;;952;1,19938;8
;;;953;1,29938;20;;953;1,19869;5
;;;954;1,29855;20;;954;1,19801;8
;;;955;1,29771;20;;955;1,19732;8
;;;956;1,29688;20;;956;1,19664;8
;;;957;1,29604;22;;957;1,19596;9
;;;958;1,29521;23;;958;1,19528;8
;;;959;1,29438;20;;959;1,1946;17
;;;960;1,29355;19;;960;1,19392;18
;;;961;1,29272;17;;961;1,19324;19
;;;962;1,29189;15;;962;1,19256;25
;;;963;1,29107;16;;963;1,19189;28
;;;964;1,29024;15;;964;1,19121;27
;;;965;1,28941;16;;965;1,19054;29
;;;966;1,28859;18;;966;1,18986;28
;;;967;1,28777;17;;967;1,18919;28
;;;968;1,28695;19;;968;1,18851;27
;;;969;1,28612;19;;969;1,18784;28
;;;970;1,28531;24;;970;1,18717;29
;;;971;1,28449;23;;971;1,1865;31
;;;972;1,28367;24;;972;1,18583;29
;;;973;1,28285;24;;973;1,18516;32
;;;974;1,28204;22;;974;1,18449;37
;;;975;1,28122;22;;975;1,18383;29
;;;976;1,28041;19;;976;1,18316;32
;;;977;1,2796;21;;977;1,18249;32
;;;978;1,27879;20;;978;1,18183;34
;;;979;1,27797;20;;979;1,18116;32
;;;980;1,27717;18;;980;1,1805;35
;;;981;1,27636;18;;981;1,17983;39
;;;982;1,27555;17;;982;1,17917;32
;;;983;1,27474;18;;983;1,17851;32
;;;984;1,27394;17;;984;1,17785;35
;;;985;1,27313;19;;985;1,17719;34
;;;986;1,27233;20;;986;1,17653;34
;;;987;1,27153;21;;987;1,17587;25
;;;988;1,27073;20;;988;1,17521;25
;;;989;1,26993;19;;989;1,17456;22
;;;990;1,26913;22;;990;1,1739;15
;;;991;1,26833;19;;991;1,17324;15
;;;992;1,26753;20;;992;1,17259;14
;;;993;1,26674;21;;993;1,17193;11
;;;994;1,26594;18;;994;1,17128;14
;;;995;1,26515;17;;995;1,17063;12
;;;996;1,26435;16;;996;1,16998;11
;;;997;1,26356;12;;997;1,16932;7
;;;998;1,26277;9;;998;1,16867;9
;;;999;1,26198;5;;999;1,16802;11
;;;1000;1,26119;8;;1000;1,16737;9
;;;1001;1,2604;7;;1001;1,16673;7
;;;1002;1,25962;8;;1002;1,16608;5
;;;1003;1,25883;8;;1003;1,16543;4
;;;1004;1,25804;9;;1004;1,16478;2
;;;1005;1,25726;10;;1005;1,16414;-7
;;;1006;1,25648;7;;1006;1,16349;-7
;;;1007;1,25569;6;;1007;1,16285;-9
;;;1008;1,25491;8;;1008;1,16221;-14
;;;1009;1,25413;10;;1009;1,16156;-11
;;;1010;1,25335;13;;1010;1,16092;-11
;;;1011;1,25257;12;;1011;1,16028;-8
;;;1012;1,2518;14;;1012;1,15964;-2
;;;1013;1,25102;12;;1013;1,159;-1
;;;1014;1,25024;15;;1014;1,15836;0
;;;1015;1,24947;16;;1015;1,15772;-5
;;;1016;1,2487;18;;1016;1,15708;-5
;;;1017;1,24792;20;;1017;1,15645;-9
;;;1018;1,24715;22;;1018;1,15581;-8
;;;1019;1,24638;24;;1019;1,15517;-17
;;;1020;1,24561;26;;1020;1,15454;-19
;;;1021;1,24484;24;;1021;1,1539;-19
;;;1022;1,24407;20;;1022;1,15327;-21
;;;1023;1,24331;18;;1023;1,15264;-19
;;;1024;1,24254;17;;1024;1,15201;-25
;;;1025;1,24178;18;;1025;1,15137;-24
;;;1026;1,24101;17;;1026;1,15074;-28
;;;1027;1,24025;12;;1027;1,15011;-28
;;;1028;1,23949;13;;1028;1,14948;-28
;;;1029;1,23872;16;;1029;1,14885;-29
;;;1030;1,23796;16;;1030;1,14823;-27
;;;1031;1,2372;19;;1031;1,1476;-28
;;;1032;1,23645;21;;1032;1,14697;-25
;;;1033;1,23569;22;;1033;1,14635;-27
;;;1034;1,23493;24;;1034;1,14572;-24
;;;1035;1,23418;25;;1035;1,1451;-24
;;;1036;1,23342;24;;1036;1,14447;-28
;;;1037;1,23267;21;;1037;1,14385;-27
;;;1038;1,23191;21;;1038;1,14323;-25
;;;1039;1,23116;16;;1039;1,1426;-24
;;;1040;1,23041;18;;1040;1,14198;-29
;;;1041;1,22966;16;;1041;1,14136;-25
;;;1042;1,22891;16;;1042;1,14074;-22
;;;1043;1,22816;16;;1043;1,14012;-24
;;;1044;1,22742;15;;1044;1,1395;-31
;;;1045;1,22667;17;;1045;1,13889;-34
;;;1046;1,22592;18;;1046;1,13827;-32
;;;1047;1,22518;18;;1047;1,13765;-41
;;;1048;1,22443;18;;1048;1,13704;-37
;;;1049;1,22369;20;;1049;1,13642;-42
;;;1050;1,22295;20;;1050;1,13581;-37
;;;1051;1,22221;20;;1051;1,13519;-37
;;;1052;1,22147;18;;1052;1,13458;-38
;;;1053;1,22073;20;;1053;1,13397;-35
;;;1054;1,21999;17;;1054;1,13335;-32
;;;1055;1,21925;16;;1055;1,13274;-31
;;;1056;1,21852;15;;1056;1,13213;-32
;;;1057;1,21778;15;;1057;1,13152;-32
;;;1058;1,21705;16;;1058;1,13091;-31
;;;1059;1,21631;16;;1059;1,1303;-24
;;;1060;1,21558;19;;1060;1,1297;-25
;;;1061;1,21485;19;;1061;1,12909;-24
;;;1062;1,21411;20;;1062;1,12848;-19
;;;1063;1,21338;17;;1063;1,12788;-9
;;;1064;1,21265;20;;1064;1,12727;-7
;;;1065;1,21193;18;;1065;1,12667;-2
;;;1066;1,2112;15;;1066;1,12606;-2
;;;1067;1,21047;15;;1067;1,12546;-7
;;;1068;1,20974;14;;1068;1,12486;-8
;;;1069;1,20902;15;;1069;1,12425;-17
;;;1070;1,20829;15;;1070;1,12365;-22
;;;1071;1,20757;18;;1071;1,12305;-28
;;;1072;1,20685;18;;1072;1,12245;-27
;;;1073;1,20613;20;;1073;1,12185;-32
;;;1074;1,20541;22;;1074;1,12125;-28
;;;1075;1,20469;24;;1075;1,12065;-25
;;;1076;1,20397;24;;1076;1,12006;-24
;;;1077;1,20325;24;;1077;1,11946;-19
;;;1078;1,20253;27;;1078;1,11886;-15
;;;1079;1,20181;28;;1079;1,11827;-8
;;;1080;1,2011;30;;1080;1,11767;-8
;;;1081;1,20038;31;;1081;1,11708;-5
;;;1082;1,19967;32;;1082;1,11648;-4
;;;1083;1,19896;31;;1083;1,11589;-1
;;;1084;1,19824;34;;1084;1,1153;4
;;;1085;1,19753;36;;1085;1,11471;5
;;;1086;1,19682;33;;1086;1,11411;7
;;;1087;1,19611;34;;1087;1,11352;8
;;;1088;1,1954;32;;1088;1,11293;11
;;;1089;1,19469;33;;1089;1,11234;17
;;;1090;1,19399;36;;1090;1,11176;18
;;;1091;1,19328;33;;1091;1,11117;19
;;;1092;1,19257;30;;1092;1,11058;19
;;;1093;1,19187;27;;1093;1,10999;19
;;;1094;1,19117;27;;1094;1,10941;22
;;;1095;1,19046;25;;1095;1,10882;29
;;;1096;1,18976;24;;1096;1,10824;28
;;;1097;1,18906;24;;1097;1,10765;34
;;;1098;1,18836;24;;1098;1,10707;29
;;;1099;1,18766;24;;1099;1,10648;27
;;;1100;1,18696;25;;1100;1,1059;25
;;;1101;1,18626;24;;1101;1,10532;25
;;;1102;1,18556;25;;1102;1,10474;32
;;;1103;1,18487;24;;1103;1,10416;44
;;;1104;1,18417;24;;1104;1,10358;45
;;;1105;1,18348;23;;1105;1,103;54
;;;1106;1,18278;24;;1106;1,10242;61
;;;1107;1,18209;24;;1107;1,10184;64
;;;1108;1,1814;22;;1108;1,10126;68
;;;1109;1,1807;20;;1109;1,10068;69
;;;1110;1,18001;20;;1110;1,10011;68
;;;1111;1,17932;16;;1111;1,09953;74
;;;1112;1,17863;17;;1112;1,09896;74
;;;1113;1,17795;16;;1113;1,09838;81
;;;1114;1,17726;16;;1114;1,09781;81
;;;1115;1,17657;16;;1115;1,09723;82
;;;1116;1,17589;16;;1116;1,09666;78
;;;1117;1,1752;19;;1117;1,09609;75
;;;1118;1,17452;17;;1118;1,09552;78
;;;1119;1,17383;17;;1119;1,09495;82
;;;1120;1,17315;20;;1120;1,09438;81
;;;1121;1,17247;17;;1121;1,09381;83
;;;1122;1,17179;16;;1122;1,09324;79
;;;1123;1,17111;16;;1123;1,09267;81
;;;1124;1,17043;14;;1124;1,0921;75
;;;1125;1,16975;15;;1125;1,09153;71
;;;1126;1,16907;14;;1126;1,09096;75
;;;1127;1,16839;14;;1127;1,0904;72
;;;1128;1,16772;12;;1128;1,08983;71
;;;1129;1,16704;12;;1129;1,08927;72
;;;1130;1,16636;8;;1130;1,0887;78
;;;1131;1,16569;8;;1131;1,08814;81
;;;1132;1,16502;8;;1132;1,08757;81
;;;1133;1,16434;6;;1133;1,08701;81
;;;1134;1,16367;8;;1134;1,08645;79
;;;1135;1,163;12;;1135;1,08589;78
;;;1136;1,16233;12;;1136;1,08533;72
;;;1137;1,16166;12;;1137;1,08477;66
;;;1138;1,16099;14;;1138;1,08421;69
;;;1139;1,16032;14;;1139;1,08365;64
;;;1140;1,15966;17;;1140;1,08309;64
;;;1141;1,15899;15;;1141;1,08253;66
;;;1142;1,15833;15;;1142;1,08197;64
;;;1143;1,15766;15;;1143;1,08141;66
;;;1144;1,157;16;;1144;1,08086;64
;;;1145;1,15633;16;;1145;1,0803;56
;;;1146;1,15567;18;;1146;1,07975;55
;;;1147;1,15501;16;;1147;1,07919;54
;;;1148;1,15435;16;;1148;1,07864;49
;;;1149;1,15369;17;;1149;1,07808;45
;;;1150;1,15303;20;;1150;1,07753;39
;;;1151;1,15237;20;;1151;1,07698;39
;;;1152;1,15171;22;;1152;1,07643;37
;;;1153;1,15105;25;;1153;1,07587;37
;;;1154;1,1504;25;;1154;1,07532;41
;;;1155;1,14974;24;;1155;1,07477;41
;;;1156;1,14908;24;;1156;1,07422;37
;;;1157;1,14843;24;;1157;1,07367;39
;;;1158;1,14778;23;;1158;1,07313;35
;;;1159;1,14712;21;;1159;1,07258;34
;;;1160;1,14647;21;;1160;1,07203;29
;;;1161;1,14582;20;;1161;1,07148;32
;;;1162;1,14517;19;;1162;1,07094;35
;;;1163;1,14452;19;;1163;1,07039;32
;;;1164;1,14387;19;;1164;1,06985;37
;;;1165;1,14322;18;;1165;1,0693;35
;;;1166;1,14257;16;;1166;1,06876;37
;;;1167;1,14193;19;;1167;1,06821;32
;;;1168;1,14128;17;;1168;1,06767;37
;;;1169;1,14064;16;;1169;1,06713;35
;;;1170;1,13999;12;;1170;1,06658;42
;;;1171;1,13935;14;;1171;1,06604;45
;;;1172;1,1387;14;;1172;1,0655;45
;;;1173;1,13806;13;;1173;1,06496;46
;;;1174;1,13742;13;;1174;1,06442;52
;;;1175;1,13678;20;;1175;1,06388;48
;;;1176;1,13614;21;;1176;1,06334;59
;;;1177;1,1355;20;;1177;1,06281;64
;;;1178;1,13486;20;;1178;1,06227;72
;;;1179;1,13422;20;;1179;1,06173;75
;;;1180;1,13358;15;;1180;1,0612;79
;;;1181;1,13295;14;;1181;1,06066;74
;;;1182;1,13231;10;;1182;1,06012;78
;;;1183;1,13167;10;;1183;1,05959;75
;;;1184;1,13104;9;;1184;1,05905;81
;;;1185;1,13041;9;;1185;1,05852;76
;;;1186;1,12977;8;;1186;1,05799;76
;;;1187;1,12914;8;;1187;1,05746;76
;;;1188;1,12851;9;;1188;1,05692;75
;;;1189;1,12788;8;;1189;1,05639;72
;;;1190;1,12725;8;;1190;1,05586;79
;;;1191;1,12662;9;;1191;1,05533;78
;;;1192;1,12599;8;;1192;1,0548;83
;;;1193;1,12536;7;;1193;1,05427;82
;;;1194;1,12473;7;;1194;1,05374;83
;;;1195;1,1241;8;;1195;1,05321;79
;;;1196;1,12348;8;;1196;1,05268;74
;;;1197;1,12285;9;;1197;1,05216;71
;;;1198;1,12223;15;;1198;1,05163;66
;;;1199;1,1216;11;;1199;1,0511;62
;;;1200;1,12098;12;;1200;1,05058;56
;;;1201;1,12036;12;;1201;1,05005;55
;;;1202;1,11974;12;;1202;1,04953;54
;;;1203;1,11911;10;;1203;1,049;51
;;;1204;1,11849;8;;1204;1,04848;49
;;;1205;1,11787;6;;1205;1,04796;49
;;;1206;1,11725;7;;1206;1,04743;54
;;;1207;1,11664;8;;1207;1,04691;52
;;;1208;1,11602;8;;1208;1,04639;48
;;;1209;1,1154;12;;1209;1,04587;46
;;;1210;1,11478;12;;1210;1,04535;39
;;;1211;1,11417;16;;1211;1,04483;35
;;;1212;1,11355;16;;1212;1,04431;32
;;;1213;1,11294;16;;1213;1,04379;25
;;;1214;1,11232;16;;1214;1,04327;17
;;;1215;1,11171;16;;1215;1,04275;8
;;;1216;1,1111;15;;1216;1,04224;0
;;;1217;1,11049;12;;1217;1,04172;-4
;;;1218;1,10988;14;;1218;1,0412;-8
;;;1219;1,10927;12;;1219;1,04069;-17
;;;1220;1,10866;8;;1220;1,04017;-18
;;;1221;1,10805;4;;1221;1,03966;-19
;;;1222;1,10744;3;;1222;1,03914;-21
;;;1223;1,10683;3;;1223;1,03863;-18
